#SNtype	mag_g	bar	Galtype2	prob
Ia           11.30                     S            0.7560912528
Ia           14.68        B            S            0.4712026520
CC           14.57                     S            0.5464423629
Ia           14.72                     S0           0.0656704860
CC           13.62        B            S            0.5475825509
CC           13.72        B            S            0.5404255386
Ia           17.69                     S            0.3284820857
Ia           13.34        B            S            0.5675903602
CC           12.89        B            S            0.5991703504
CC           14.41                     S            0.5578447816
CC           16.68                     S            0.3956804654
Ia           16.12        B            S            0.3701644971
Ia           14.24        B            S            0.5029501347
CC           16.62                     S            0.3998372258
CC           13.09                     S            0.6488725599
Ia           11.30                     S            0.7560912528
Ia           15.10        B            S            0.4410613883
Ia           13.90        B            S            0.5274793090
Ia           14.45        B            S            0.4877800644
CC           17.28                     S            0.3551017920
Ia           14.42                     S0           0.0712114820
Ia           13.78                     S            0.6022121040
CC           13.91                     S            0.5931815804
Ia           11.96                     S            0.7191895007
Ia           13.41                     S0           0.0930851246
Ia           14.82        B            S            0.4611051335
CC           14.24                     S            0.5699498202
CC           13.98                     S            0.5882949792
Ia           15.07        B            S            0.4432009953
Ia           14.26                     E            0.0003757172
Ia           13.28                     S0           0.0963109662
CC           13.79                     S            0.6015230363
CC           14.99                     S            0.5162385564
CC           15.31        B            S            0.4262084899
Ia           17.59                     S            0.3348630157
Ia           15.88                     S0           0.0478621563
CC           15.97                     S            0.4455912949
Ia           16.84                     S            0.3846701555
CC           16.89                     S            0.3812642491
Ia           11.75                     S            0.7312871833
Ia           18.58                     S            0.2744829952
CC           20.00                     S            0.2006452991
Ia           14.80        B            S            0.4625383266
Ia           19.01                     S            0.2504328403
CC           13.86                     S            0.5966586057
Ia           17.06                     S            0.3697581089
Ia           16.04                     S            0.4406110344
Ia           12.23                     S            0.7031381216
CC           13.73                     S            0.6056725806
CC           16.71        B            S            0.3313903386
Ia           11.17                     E/S0         0.0014502249
CC           14.13        B            S            0.5108877553
CC           12.70                     S            0.6740702504
CC           12.95        B            S            0.5949904868
Ia           13.78                     E/S0         0.0006836089
Ia           13.79                     S            0.6015230363
CC           14.23                     S            0.5706604194
Ia           14.01        B            S            0.5195634035
Ia           19.05                     S            0.2482692062
Ia           17.45                     S            0.3439346697
CC           18.21                     S            0.2962388477
Ia           19.30                     S            0.2350370250
CC           12.68        B            S            0.6136143576
CC           16.65                     S            0.3977550728
Ia           14.05                     S            0.5833793420
CC           12.12                     S            0.7097438872
CC           14.23                     S            0.5706604194
Ia           13.21                     S            0.6409383734
Ia           12.90        B            S            0.5984757219
Ia           16.76                     S            0.3901554617
CC           18.17                     S            0.2986660451
CC           14.92                     S            0.5212819443
Ia           11.80        B            S            0.6719658908
CC           14.88                     S            0.5241650734
CC           16.02                     S            0.4420307404
Ia           17.70                     S            0.3278525481
Ia           15.70                     S            0.4649589845
Ia           14.20                     S            0.5727871271
Ia           17.02                     S            0.3724476414
Ia           16.17                     S            0.4313750646
Ia           14.53                     E            0.0003473466
Ia           13.37                     E/S0         0.0007696290
Ia           16.96                     S            0.3765108566
Ia           16.11                     S            0.4356293648
Ia           17.84                     S            0.3190281754
CC           13.55                     S            0.6180400599
CC           12.95                     S            0.6580221013
CC           13.21        B            S            0.5767837551
CC           14.29                     S            0.5663933226
CC           14.22        B            S            0.5044152404
CC           13.48                     S            0.6228036910
CC           14.06                     S            0.5826851983
CC           13.70                     S            0.6077558385
Ia           15.11                     S            0.5075687652
Ia           13.04                     S            0.6521463783
CC           14.04                     S            0.5840830655
CC           15.64                     S            0.4692840239
CC           15.46                     S            0.4822877479
CC           15.72                     S            0.4635292378
Ia           12.23                     S            0.7031381216
Ia           14.55        B            S            0.4805717672
Ia           14.74                     S            0.5342283489
CC           14.00                     S            0.5868929379
Ia           17.39                     S            0.3478592539
CC           13.60        B            S            0.5490146699
Ia           12.49                     S0           0.1180529223
Ia           15.47        B            S            0.4149127943
Ia           14.52                     S            0.5500078830
Ia           14.87        B            S            0.4575045400
Ia           15.34                     S            0.4909457608
CC           13.28                     S            0.6362701623
Ia           12.77                     S            0.6695953093
Ia           15.40                     S            0.4865965776
CC           14.56        B            S            0.4798528580
CC           15.01                     S            0.5147920916
CC           15.11                     S            0.5075687652
Ia           14.83        B            S            0.4603931916
CC           12.22                     S            0.7037381962
Ia           14.36                     E/S0         0.0005786053
CC           14.99                     S            0.5162385564
Ia           15.99                     S            0.4441647498
CC           13.37                     S            0.6302397450
CC           11.03                     S            0.7701758705
Ia           13.89                     S            0.5945824268
CC           15.36        B            S            0.4226617871
Ia           15.36        B            S            0.4226617871
Ia           15.83                     S            0.4555993189
Ia           17.22                     S0           0.0329669303
CC           14.34                     S            0.5628408206
Ia           13.96                     S0           0.0805035462
Ia           13.92                     E/S0         0.0006565865
CC           18.59                     S            0.2739093674
Ia           14.50                     S            0.5514353469
Ia           15.35                     S            0.4902271736
CC           15.60                     S            0.4721727218
CC           11.03                     S            0.7701758705
Ia           14.74        B            S            0.4668883342
Ia           15.28                     S            0.4952752777
CC           13.62                     S            0.6132606375
CC           13.59                     S            0.6153098130
Ia           14.35                     E            0.0003659380
CC           12.11                     S            0.7103367872
Ia           13.82                     S            0.5994421996
CC           13.96        B            S            0.5231870194
CC           14.90        B            S            0.4553571670
CC           16.40                     S            0.4151951888
Ia           14.00                     E            0.0004044160
Ia           14.56        B            S            0.4798528580
Ia           13.53                     E            0.0004639157
Ia           13.83                     E            0.0004248211
CC           14.75        B            S            0.4661651046
CC           14.96                     S            0.5184046946
CC           15.51                     S            0.4786739648
Ia           15.80                     E            0.0002402025
CC           13.23                     S            0.6395946520
CC           15.24                     S            0.4981603101
Ia           14.61        B            S            0.4762384590
CC           14.34                     S            0.5628408206
CC           19.36                     S            0.2319251685
CC           13.92                     S            0.5924868187
Ia           13.92                     S            0.5924868187
Ia           15.52                     S0           0.0528157851
CC           14.24                     S            0.5699498202
Ia           15.56                     S            0.4750608158
Ia           16.60                     S            0.4012255550
CC           13.86                     S            0.5966586057
Ia           14.08                     S            0.5812690905
Ia           13.36        B            S            0.5661564139
Ia           13.74                     S0           0.0853453151
CC           11.95                     S            0.7197700219
CC           11.87                     S            0.7244168434
CC           15.35                     S            0.4902271736
CC           14.94                     S            0.5198472042
Ia           14.97                     S0           0.0613890280
CC           14.11                     S            0.5791463479
Ia           16.47                     S            0.4102940158
Ia           15.81                     S            0.4570460818
CC           14.45                     S            0.5549943361
CC           13.55        B            S            0.5526057503
Ia           13.84                     S0           0.0831173180
Ia           14.70        B            S0           0.0510451874
Ia           12.91        B            S            0.5977808193
CC           14.20                     S            0.5727871271
Ia           13.82                     E            0.0004260296
Ia           14.25        B            S            0.5022253158
Ia           14.79        B            S            0.4632640409
CC           12.27                     S            0.7007248040
CC           14.07                     S            0.5819754055
Ia           15.25                     S            0.4974378116
CC           13.75        B            S            0.5382955260
CC           15.49                     S            0.4801252130
Ia           14.73                     S            0.5349441004
CC           12.66                     S            0.6765936125
CC           11.22                     S            0.7603300200
CC           13.30                     S            0.6349324709
Ia           18.00                     S            0.3090606495
Ia           14.98                     S            0.5169668077
Ia           17.92                     S            0.3140306197
CC           13.70                     S            0.6077558385
Ia           18.34                     S            0.2885030330
Ia           16.14                     S            0.4335081321
Ia           17.44                     S            0.3445797709
Ia           15.72                     S            0.4635292378
Ia           14.83                     S            0.5277744899
Ia           15.55                     S            0.4757795153
CC           14.20        B            S            0.5058422522
CC           14.03                     S            0.5847910307
CC           11.94                     S            0.7203478574
CC           14.48                     S            0.5528667839
Ia           13.15                     S0           0.0996033199
CC           12.13                     S            0.7091492985
Ia           13.15        B            S            0.5810190342
CC           13.93                     S            0.5917917699
Ia           15.17                     S            0.5032282758
CC           14.94                     S            0.5198472042
Ia           14.10        B            S            0.5130652264
CC           15.98                     S            0.4448801855
CC           13.73                     S            0.6056725806
CC           16.25                     S            0.4257268863
CC           12.88                     S            0.6625413793
CC           13.60                     S            0.6146262312
CC           14.17        B            S            0.5080088413
Ia           14.50        B            S            0.4841828686
CC           11.92                     S            0.7215141929
Ia           12.10                     E/S0         0.0011088651
CC           12.83                     S            0.6657577031
Ia           14.85                     S            0.5263331315
Ia           14.68        B            S            0.4712026520
Ia           12.73                     S            0.6721591832
CC           11.81                     S            0.7278673033
CC           14.44                     S            0.5556963753
Ia           15.79                     S            0.4584865591
CC           11.08                     S            0.7676128496
CC           14.20                     S            0.5727871271
Ia           14.65                     S0           0.0669166769
Ia           17.98                     S            0.3102972803
CC           13.37                     S            0.6302397450
CC           14.94        B            S            0.4524943116
CC           18.67                     S            0.2693489749
Ia           13.73                     S0           0.0855743261
Ia           19.19                     S            0.2407932336
CC           17.07        B            S            0.3087868672
Ia           16.79                     S            0.3880819038
CC           17.28                     S            0.3551017920
CC           17.89                     S            0.3158991091
CC           14.14        B            S            0.5101744626
CC           18.74                     S            0.2653778362
CC           17.27                     S            0.3557613632
Ia           17.97                     S            0.3109183090
Ia           18.61                     S            0.2727596581
Ia           15.14        B            S            0.4382149749
Ia           14.94        B            S            0.4524943116
Ia           13.47                     S            0.6234824269
CC           14.85                     S            0.5263331315
CC           17.20                     S            0.3603932463
Ia            9.52                     E            0.0014703156
Ia           16.61                     S            0.4005325973
CC           15.49                     S            0.4801252130
Ia           12.80                     S            0.6676731575
CC           14.81                     S            0.5292124636
CC           13.66                     S            0.6105127237
CC           12.83        B            S            0.6033257717
Ia           16.51                     S            0.4074939547
CC           15.68                     S            0.4664025691
Ia           15.84                     S0           0.0483871484
Ia           14.55                     S            0.5478773193
CC           13.51                     S            0.6207701962
CC           13.46        B            S            0.5590323473
